materialsproject,DFT,H,Tl,67
materialsproject,DFT,H,Pb,133
materialsproject,DFT,H,Bi,33
materialsproject,DFT,H,Po,0
materialsproject,DFT,H,At,0
materialsproject,DFT,H,Rn,0
materialsproject,DFT,H,Fr,0
materialsproject,DFT,H,Ra,0
materialsproject,DFT,H,Ac,2
materialsproject,DFT,H,Th,28
materialsproject,DFT,H,Pa,4
materialsproject,DFT,H,U,187
materialsproject,DFT,H,Np,44
materialsproject,DFT,H,Pu,22
materialsproject,DFT,H,Am,0
materialsproject,DFT,H,Cm,0
materialsproject,DFT,H,Bk,0
materialsproject,DFT,H,Cf,0
materialsproject,DFT,H,Es,0
materialsproject,DFT,H,Fm,0
materialsproject,DFT,He,Li,0
materialsproject,DFT,He,Be,0
materialsproject,DFT,He,B,0
materialsproject,DFT,He,C,0
materialsproject,DFT,He,N,0
materialsproject,DFT,He,O,4
materialsproject,DFT,He,F,0
materialsproject,DFT,He,Ne,0
materialsproject,DFT,He,Na,0
materialsproject,DFT,He,Mg,0
materialsproject,DFT,He,Al,0
materialsproject,DFT,He,Si,4
materialsproject,DFT,He,P,0
materialsproject,DFT,He,S,0
materialsproject,DFT,He,Cl,0
materialsproject,DFT,He,Ar,0
materialsproject,DFT,He,K,0
materialsproject,DFT,He,Ca,0
materialsproject,DFT,He,Sc,0
materialsproject,DFT,He,Ti,0
materialsproject,DFT,He,V,0
materialsproject,DFT,He,Cr,0
materialsproject,DFT,He,Mn,0
materialsproject,DFT,He,Fe,0
materialsproject,DFT,He,Co,0
materialsproject,DFT,He,Ni,0
materialsproject,DFT,He,Cu,0
materialsproject,DFT,He,Zn,0
materialsproject,DFT,He,Ga,0
materialsproject,DFT,He,Ge,0
materialsproject,DFT,He,As,0
materialsproject,DFT,He,Se,0
materialsproject,DFT,He,Br,0
materialsproject,DFT,He,Kr,0
materialsproject,DFT,He,Rb,0
materialsproject,DFT,He,Sr,0
materialsproject,DFT,He,Y,0
materialsproject,DFT,He,Zr,0
materialsproject,DFT,He,Nb,0
materialsproject,DFT,He,Mo,0
materialsproject,DFT,He,Tc,0
materialsproject,DFT,He,Ru,0
materialsproject,DFT,He,Rh,0
materialsproject,DFT,He,Pd,0
materialsproject,DFT,He,Ag,0
materialsproject,DFT,He,Cd,0
materialsproject,DFT,He,In,0
materialsproject,DFT,He,Sn,0
materialsproject,DFT,He,Sb,0
materialsproject,DFT,He,Te,0
materialsproject,DFT,He,I,0
materialsproject,DFT,He,Xe,0
materialsproject,DFT,He,Cs,0
materialsproject,DFT,He,Ba,0
materialsproject,DFT,He,La,0
materialsproject,DFT,He,Ce,0
materialsproject,DFT,He,Pr,0
materialsproject,DFT,He,Nd,0
materialsproject,DFT,He,Pm,0
materialsproject,DFT,He,Sm,0
materialsproject,DFT,He,Eu,0
materialsproject,DFT,He,Gd,0
materialsproject,DFT,He,Tb,0
materialsproject,DFT,He,Dy,0
materialsproject,DFT,He,Ho,0
materialsproject,DFT,He,Er,0
materialsproject,DFT,He,Tm,0
materialsproject,DFT,He,Yb,0
materialsproject,DFT,He,Lu,0
materialsproject,DFT,He,Hf,0
materialsproject,DFT,He,Ta,0
materialsproject,DFT,He,W,0
materialsproject,DFT,He,Re,0
materialsproject,DFT,He,Os,0
materialsproject,DFT,He,Ir,0
materialsproject,DFT,He,Pt,0
materialsproject,DFT,He,Au,0
materialsproject,DFT,He,Hg,0
materialsproject,DFT,He,Tl,0
materialsproject,DFT,He,Pb,0
materialsproject,DFT,He,Bi,0
materialsproject,DFT,He,Po,0
materialsproject,DFT,He,At,0
materialsproject,DFT,He,Rn,0
materialsproject,DFT,He,Fr,0
materialsproject,DFT,He,Ra,0
materialsproject,DFT,He,Ac,0
materialsproject,DFT,He,Th,0
materialsproject,DFT,He,Pa,0
materialsproject,DFT,He,U,0
materialsproject,DFT,He,Np,0
materialsproject,DFT,He,Pu,0
materialsproject,DFT,He,Am,0
materialsproject,DFT,He,Cm,0
materialsproject,DFT,He,Bk,0
materialsproject,DFT,He,Cf,0
materialsproject,DFT,He,Es,0
materialsproject,DFT,He,Fm,0
materialsproject,DFT,Li,Be,71
materialsproject,DFT,Li,B,1234
materialsproject,DFT,Li,C,887
materialsproject,DFT,Li,N,551
materialsproject,DFT,Li,O,17365
materialsproject,DFT,Li,F,2581
materialsproject,DFT,Li,Ne,0
materialsproject,DFT,Li,Na,445
materialsproject,DFT,Li,Mg,602
materialsproject,DFT,Li,Al,446
materialsproject,DFT,Li,Si,1218
materialsproject,DFT,Li,P,4952
materialsproject,DFT,Li,S,799
materialsproject,DFT,Li,Cl,300
materialsproject,DFT,Li,Ar,0
materialsproject,DFT,Li,K,365
materialsproject,DFT,Li,Ca,152
materialsproject,DFT,Li,Sc,107
materialsproject,DFT,Li,Ti,1251
materialsproject,DFT,Li,V,3276
materialsproject,DFT,Li,Cr,1698
materialsproject,DFT,Li,Mn,5401
materialsproject,DFT,Li,Fe,3266
materialsproject,DFT,Li,Co,3584
materialsproject,DFT,Li,Ni,1468
materialsproject,DFT,Li,Cu,1022
materialsproject,DFT,Li,Zn,303
materialsproject,DFT,Li,Ga,240
materialsproject,DFT,Li,Ge,289
materialsproject,DFT,Li,As,195
materialsproject,DFT,Li,Se,157
materialsproject,DFT,Li,Br,136
materialsproject,DFT,Li,Kr,0
materialsproject,DFT,Li,Rb,243
materialsproject,DFT,Li,Sr,273
materialsproject,DFT,Li,Y,174
materialsproject,DFT,Li,Zr,126
materialsproject,DFT,Li,Nb,568
materialsproject,DFT,Li,Mo,269
materialsproject,DFT,Li,Tc,26
materialsproject,DFT,Li,Ru,115
materialsproject,DFT,Li,Rh,116
materialsproject,DFT,Li,Pd,114
materialsproject,DFT,Li,Ag,203
materialsproject,DFT,Li,Cd,123
materialsproject,DFT,Li,In,208
materialsproject,DFT,Li,Sn,679
materialsproject,DFT,Li,Sb,643
materialsproject,DFT,Li,Te,317
materialsproject,DFT,Li,I,104
materialsproject,DFT,Li,Xe,1
materialsproject,DFT,Li,Cs,195
materialsproject,DFT,Li,Ba,285
materialsproject,DFT,Li,La,230
materialsproject,DFT,Li,Ce,91
materialsproject,DFT,Li,Pr,105
materialsproject,DFT,Li,Nd,145
materialsproject,DFT,Li,Pm,30
materialsproject,DFT,Li,Sm,89
materialsproject,DFT,Li,Eu,82
materialsproject,DFT,Li,Gd,51
materialsproject,DFT,Li,Tb,65
materialsproject,DFT,Li,Dy,55
materialsproject,DFT,Li,Ho,64
materialsproject,DFT,Li,Er,71
materialsproject,DFT,Li,Tm,65
materialsproject,DFT,Li,Yb,75
materialsproject,DFT,Li,Lu,56
materialsproject,DFT,Li,Hf,54
materialsproject,DFT,Li,Ta,143
materialsproject,DFT,Li,W,407
materialsproject,DFT,Li,Re,37
materialsproject,DFT,Li,Os,54
materialsproject,DFT,Li,Ir,121
materialsproject,DFT,Li,Pt,98
materialsproject,DFT,Li,Au,144
materialsproject,DFT,Li,Hg,94
materialsproject,DFT,Li,Tl,150
materialsproject,DFT,Li,Pb,121
materialsproject,DFT,Li,Bi,393
materialsproject,DFT,Li,Po,0
materialsproject,DFT,Li,At,0
materialsproject,DFT,Li,Rn,0
materialsproject,DFT,Li,Fr,0
materialsproject,DFT,Li,Ra,0
materialsproject,DFT,Li,Ac,22
materialsproject,DFT,Li,Th,12
materialsproject,DFT,Li,Pa,6
materialsproject,DFT,Li,U,69
materialsproject,DFT,Li,Np,6
materialsproject,DFT,Li,Pu,13
materialsproject,DFT,Li,Am,0
materialsproject,DFT,Li,Cm,0
materialsproject,DFT,Li,Bk,0
materialsproject,DFT,Li,Cf,0
materialsproject,DFT,Li,Es,0
materialsproject,DFT,Li,Fm,0
materialsproject,DFT,Be,B,77
materialsproject,DFT,Be,C,24
materialsproject,DFT,Be,N,81
materialsproject,DFT,Be,O,465
materialsproject,DFT,Be,F,168
materialsproject,DFT,Be,Ne,0
materialsproject,DFT,Be,Na,73
materialsproject,DFT,Be,Mg,26
materialsproject,DFT,Be,Al,53
materialsproject,DFT,Be,Si,150
materialsproject,DFT,Be,P,72
materialsproject,DFT,Be,S,48
materialsproject,DFT,Be,Cl,32
materialsproject,DFT,Be,Ar,0
materialsproject,DFT,Be,K,66
materialsproject,DFT,Be,Ca,55
materialsproject,DFT,Be,Sc,13
materialsproject,DFT,Be,Ti,43
materialsproject,DFT,Be,V,12
materialsproject,DFT,Be,Cr,30
materialsproject,DFT,Be,Mn,39
materialsproject,DFT,Be,Fe,32
materialsproject,DFT,Be,Co,52
materialsproject,DFT,Be,Ni,38
materialsproject,DFT,Be,Cu,43
materialsproject,DFT,Be,Zn,28
materialsproject,DFT,Be,Ga,20
materialsproject,DFT,Be,Ge,44
materialsproject,DFT,Be,As,26
materialsproject,DFT,Be,Se,11
materialsproject,DFT,Be,Br,9
materialsproject,DFT,Be,Kr,0
materialsproject,DFT,Be,Rb,45
materialsproject,DFT,Be,Sr,31
materialsproject,DFT,Be,Y,22
materialsproject,DFT,Be,Zr,26
materialsproject,DFT,Be,Nb,14
materialsproject,DFT,Be,Mo,12
materialsproject,DFT,Be,Tc,9
materialsproject,DFT,Be,Ru,37
materialsproject,DFT,Be,Rh,27
materialsproject,DFT,Be,Pd,23
materialsproject,DFT,Be,Ag,10
materialsproject,DFT,Be,Cd,12
materialsproject,DFT,Be,In,7
materialsproject,DFT,Be,Sn,7
materialsproject,DFT,Be,Sb,11
materialsproject,DFT,Be,Te,11
materialsproject,DFT,Be,I,6
materialsproject,DFT,Be,Xe,0
materialsproject,DFT,Be,Cs,18
materialsproject,DFT,Be,Ba,24
materialsproject,DFT,Be,La,29
materialsproject,DFT,Be,Ce,7
materialsproject,DFT,Be,Pr,7
materialsproject,DFT,Be,Nd,13
materialsproject,DFT,Be,Pm,1
materialsproject,DFT,Be,Sm,11
materialsproject,DFT,Be,Eu,11
materialsproject,DFT,Be,Gd,9
materialsproject,DFT,Be,Tb,6
materialsproject,DFT,Be,Dy,9
materialsproject,DFT,Be,Ho,8
materialsproject,DFT,Be,Er,11
materialsproject,DFT,Be,Tm,9
materialsproject,DFT,Be,Yb,13
materialsproject,DFT,Be,Lu,8
materialsproject,DFT,Be,Hf,24
materialsproject,DFT,Be,Ta,21
materialsproject,DFT,Be,W,9
materialsproject,DFT,Be,Re,8
materialsproject,DFT,Be,Os,23
materialsproject,DFT,Be,Ir,33
materialsproject,DFT,Be,Pt,46
materialsproject,DFT,Be,Au,18
materialsproject,DFT,Be,Hg,2
materialsproject,DFT,Be,Tl,19
materialsproject,DFT,Be,Pb,9
materialsproject,DFT,Be,Bi,8
materialsproject,DFT,Be,Po,0
materialsproject,DFT,Be,At,0
materialsproject,DFT,Be,Rn,0
materialsproject,DFT,Be,Fr,0
materialsproject,DFT,Be,Ra,0
materialsproject,DFT,Be,Ac,0
materialsproject,DFT,Be,Th,5
materialsproject,DFT,Be,Pa,2
materialsproject,DFT,Be,U,9
materialsproject,DFT,Be,Np,3
materialsproject,DFT,Be,Pu,1
materialsproject,DFT,Be,Am,0
materialsproject,DFT,Be,Cm,0
materialsproject,DFT,Be,Bk,0
materialsproject,DFT,Be,Cf,0
materialsproject,DFT,Be,Es,0
materialsproject,DFT,Be,Fm,0
materialsproject,DFT,B,C,472
materialsproject,DFT,B,N,404
materialsproject,DFT,B,O,3283
materialsproject,DFT,B,F,213
materialsproject,DFT,B,Ne,0
materialsproject,DFT,B,Na,417
materialsproject,DFT,B,Mg,548
materialsproject,DFT,B,Al,216
materialsproject,DFT,B,Si,205
materialsproject,DFT,B,P,263
materialsproject,DFT,B,S,161
materialsproject,DFT,B,Cl,176
materialsproject,DFT,B,Ar,0
materialsproject,DFT,B,K,240
materialsproject,DFT,B,Ca,262
materialsproject,DFT,B,Sc,110
materialsproject,DFT,B,Ti,92
materialsproject,DFT,B,V,146
materialsproject,DFT,B,Cr,144
materialsproject,DFT,B,Mn,610
materialsproject,DFT,B,Fe,742
materialsproject,DFT,B,Co,379
materialsproject,DFT,B,Ni,344
materialsproject,DFT,B,Cu,102
materialsproject,DFT,B,Zn,139
materialsproject,DFT,B,Ga,88
materialsproject,DFT,B,Ge,62
materialsproject,DFT,B,As,55
materialsproject,DFT,B,Se,45
materialsproject,DFT,B,Br,87
materialsproject,DFT,B,Kr,0
materialsproject,DFT,B,Rb,128
materialsproject,DFT,B,Sr,171
materialsproject,DFT,B,Y,208
materialsproject,DFT,B,Zr,72
materialsproject,DFT,B,Nb,78
materialsproject,DFT,B,Mo,102
materialsproject,DFT,B,Tc,14
materialsproject,DFT,B,Ru,132
materialsproject,DFT,B,Rh,197
materialsproject,DFT,B,Pd,47
materialsproject,DFT,B,Ag,33
materialsproject,DFT,B,Cd,54
materialsproject,DFT,B,In,30
materialsproject,DFT,B,Sn,55
materialsproject,DFT,B,Sb,48
materialsproject,DFT,B,Te,22
materialsproject,DFT,B,I,62
materialsproject,DFT,B,Xe,3
materialsproject,DFT,B,Cs,135
materialsproject,DFT,B,Ba,242
materialsproject,DFT,B,La,168
materialsproject,DFT,B,Ce,128
materialsproject,DFT,B,Pr,100
materialsproject,DFT,B,Nd,140
materialsproject,DFT,B,Pm,1
materialsproject,DFT,B,Sm,116
materialsproject,DFT,B,Eu,70
materialsproject,DFT,B,Gd,110
materialsproject,DFT,B,Tb,116
materialsproject,DFT,B,Dy,112
materialsproject,DFT,B,Ho,111
materialsproject,DFT,B,Er,120
materialsproject,DFT,B,Tm,83
materialsproject,DFT,B,Yb,77
materialsproject,DFT,B,Lu,93
materialsproject,DFT,B,Hf,62
materialsproject,DFT,B,Ta,63
materialsproject,DFT,B,W,87
materialsproject,DFT,B,Re,75
materialsproject,DFT,B,Os,83
materialsproject,DFT,B,Ir,140
materialsproject,DFT,B,Pt,45
materialsproject,DFT,B,Au,6
materialsproject,DFT,B,Hg,15
materialsproject,DFT,B,Tl,33
materialsproject,DFT,B,Pb,88
materialsproject,DFT,B,Bi,130
materialsproject,DFT,B,Po,0
materialsproject,DFT,B,At,0
materialsproject,DFT,B,Rn,0
materialsproject,DFT,B,Fr,0
materialsproject,DFT,B,Ra,0
materialsproject,DFT,B,Ac,1
materialsproject,DFT,B,Th,53
materialsproject,DFT,B,Pa,2
materialsproject,DFT,B,U,78
materialsproject,DFT,B,Np,11
materialsproject,DFT,B,Pu,32
materialsproject,DFT,B,Am,0
materialsproject,DFT,B,Cm,0
materialsproject,DFT,B,Bk,0
materialsproject,DFT,B,Cf,0
materialsproject,DFT,B,Es,0
materialsproject,DFT,B,Fm,0
materialsproject,DFT,C,N,3048
materialsproject,DFT,C,O,4905
materialsproject,DFT,C,F,611
materialsproject,DFT,C,Ne,0
materialsproject,DFT,C,Na,883
materialsproject,DFT,C,Mg,460
materialsproject,DFT,C,Al,281
materialsproject,DFT,C,Si,484
materialsproject,DFT,C,P,1162
materialsproject,DFT,C,S,1114
materialsproject,DFT,C,Cl,882
materialsproject,DFT,C,Ar,0
materialsproject,DFT,C,K,543
materialsproject,DFT,C,Ca,221
materialsproject,DFT,C,Sc,100
materialsproject,DFT,C,Ti,138
materialsproject,DFT,C,V,283
materialsproject,DFT,C,Cr,257
materialsproject,DFT,C,Mn,577
materialsproject,DFT,C,Fe,744
materialsproject,DFT,C,Co,480
materialsproject,DFT,C,Ni,364
materialsproject,DFT,C,Cu,370
materialsproject,DFT,C,Zn,226
materialsproject,DFT,C,Ga,105
materialsproject,DFT,C,Ge,85
materialsproject,DFT,C,As,180
materialsproject,DFT,C,Se,121
materialsproject,DFT,C,Br,270
materialsproject,DFT,C,Kr,0
materialsproject,DFT,C,Rb,167
materialsproject,DFT,C,Sr,113
materialsproject,DFT,C,Y,195
materialsproject,DFT,C,Zr,121
materialsproject,DFT,C,Nb,116
materialsproject,DFT,C,Mo,200
materialsproject,DFT,C,Tc,19
materialsproject,DFT,C,Ru,140
materialsproject,DFT,C,Rh,87
materialsproject,DFT,C,Pd,65
materialsproject,DFT,C,Ag,160
materialsproject,DFT,C,Cd,170
materialsproject,DFT,C,In,85
materialsproject,DFT,C,Sn,193
materialsproject,DFT,C,Sb,156
materialsproject,DFT,C,Te,91
materialsproject,DFT,C,I,255
materialsproject,DFT,C,Xe,3
materialsproject,DFT,C,Cs,153
materialsproject,DFT,C,Ba,177
materialsproject,DFT,C,La,168
materialsproject,DFT,C,Ce,132
materialsproject,DFT,C,Pr,100
materialsproject,DFT,C,Nd,108
materialsproject,DFT,C,Pm,0
materialsproject,DFT,C,Sm,101
materialsproject,DFT,C,Eu,30
materialsproject,DFT,C,Gd,89
materialsproject,DFT,C,Tb,103
materialsproject,DFT,C,Dy,109
materialsproject,DFT,C,Ho,102
materialsproject,DFT,C,Er,106
materialsproject,DFT,C,Tm,70
materialsproject,DFT,C,Yb,62
materialsproject,DFT,C,Lu,72
materialsproject,DFT,C,Hf,67
materialsproject,DFT,C,Ta,87
materialsproject,DFT,C,W,150
materialsproject,DFT,C,Re,146
materialsproject,DFT,C,Os,136
materialsproject,DFT,C,Ir,46
materialsproject,DFT,C,Pt,117
materialsproject,DFT,C,Au,66
materialsproject,DFT,C,Hg,130
materialsproject,DFT,C,Tl,84
materialsproject,DFT,C,Pb,126
materialsproject,DFT,C,Bi,119
materialsproject,DFT,C,Po,0
materialsproject,DFT,C,At,0
materialsproject,DFT,C,Rn,0
materialsproject,DFT,C,Fr,0
materialsproject,DFT,C,Ra,0
materialsproject,DFT,C,Ac,0
materialsproject,DFT,C,Th,55
materialsproject,DFT,C,Pa,2
materialsproject,DFT,C,U,205
materialsproject,DFT,C,Np,17
materialsproject,DFT,C,Pu,35
materialsproject,DFT,C,Am,0
materialsproject,DFT,C,Cm,0
materialsproject,DFT,C,Bk,0
materialsproject,DFT,C,Cf,0
materialsproject,DFT,C,Es,0
materialsproject,DFT,C,Fm,0
materialsproject,DFT,N,O,4454
materialsproject,DFT,N,F,817
materialsproject,DFT,N,Ne,0
materialsproject,DFT,N,Na,464
materialsproject,DFT,N,Mg,338
materialsproject,DFT,N,Al,388
materialsproject,DFT,N,Si,495
materialsproject,DFT,N,P,782
materialsproject,DFT,N,S,1318
materialsproject,DFT,N,Cl,1282
materialsproject,DFT,N,Ar,0
materialsproject,DFT,N,K,552
materialsproject,DFT,N,Ca,539
materialsproject,DFT,N,Sc,89
materialsproject,DFT,N,Ti,297
materialsproject,DFT,N,V,323
materialsproject,DFT,N,Cr,453
materialsproject,DFT,N,Mn,525
materialsproject,DFT,N,Fe,535
materialsproject,DFT,N,Co,560
materialsproject,DFT,N,Ni,338
materialsproject,DFT,N,Cu,445
materialsproject,DFT,N,Zn,427
materialsproject,DFT,N,Ga,264
materialsproject,DFT,N,Ge,231
materialsproject,DFT,N,As,162
materialsproject,DFT,N,Se,269
materialsproject,DFT,N,Br,378
materialsproject,DFT,N,Kr,0
materialsproject,DFT,N,Rb,221
materialsproject,DFT,N,Sr,510
materialsproject,DFT,N,Y,165
materialsproject,DFT,N,Zr,267
materialsproject,DFT,N,Nb,197
materialsproject,DFT,N,Mo,319
materialsproject,DFT,N,Tc,39
materialsproject,DFT,N,Ru,196
materialsproject,DFT,N,Rh,95
materialsproject,DFT,N,Pd,159
materialsproject,DFT,N,Ag,245
materialsproject,DFT,N,Cd,281
materialsproject,DFT,N,In,165
materialsproject,DFT,N,Sn,241
materialsproject,DFT,N,Sb,208
materialsproject,DFT,N,Te,189
materialsproject,DFT,N,I,295
materialsproject,DFT,N,Xe,11
materialsproject,DFT,N,Cs,206
materialsproject,DFT,N,Ba,441
materialsproject,DFT,N,La,187
materialsproject,DFT,N,Ce,118
materialsproject,DFT,N,Pr,92
materialsproject,DFT,N,Nd,113
materialsproject,DFT,N,Pm,1
materialsproject,DFT,N,Sm,72
materialsproject,DFT,N,Eu,35
materialsproject,DFT,N,Gd,37
materialsproject,DFT,N,Tb,30
materialsproject,DFT,N,Dy,38
materialsproject,DFT,N,Ho,30
materialsproject,DFT,N,Er,33
materialsproject,DFT,N,Tm,21
materialsproject,DFT,N,Yb,46
materialsproject,DFT,N,Lu,17
materialsproject,DFT,N,Hf,158
materialsproject,DFT,N,Ta,214
materialsproject,DFT,N,W,223
materialsproject,DFT,N,Re,201
materialsproject,DFT,N,Os,136
materialsproject,DFT,N,Ir,126
materialsproject,DFT,N,Pt,198
materialsproject,DFT,N,Au,93
materialsproject,DFT,N,Hg,201
materialsproject,DFT,N,Tl,71
materialsproject,DFT,N,Pb,222
materialsproject,DFT,N,Bi,121
materialsproject,DFT,N,Po,0
materialsproject,DFT,N,At,0
materialsproject,DFT,N,Rn,0
materialsproject,DFT,N,Fr,0
materialsproject,DFT,N,Ra,0
materialsproject,DFT,N,Ac,1
materialsproject,DFT,N,Th,73
materialsproject,DFT,N,Pa,2
materialsproject,DFT,N,U,162
materialsproject,DFT,N,Np,18
materialsproject,DFT,N,Pu,12
materialsproject,DFT,N,Am,0
materialsproject,DFT,N,Cm,0
materialsproject,DFT,N,Bk,0
materialsproject,DFT,N,Cf,0
materialsproject,DFT,N,Es,0
materialsproject,DFT,N,Fm,0
materialsproject,DFT,O,F,5433
materialsproject,DFT,O,Ne,0
materialsproject,DFT,O,Na,6085
materialsproject,DFT,O,Mg,5923
materialsproject,DFT,O,Al,3056
materialsproject,DFT,O,Si,4967
materialsproject,DFT,O,P,12104
materialsproject,DFT,O,S,3701
materialsproject,DFT,O,Cl,2626
materialsproject,DFT,O,Ar,0
materialsproject,DFT,O,K,4487
materialsproject,DFT,O,Ca,5265
materialsproject,DFT,O,Sc,601
materialsproject,DFT,O,Ti,4437
materialsproject,DFT,O,V,7086
materialsproject,DFT,O,Cr,4127
materialsproject,DFT,O,Mn,9953
materialsproject,DFT,O,Fe,8202
materialsproject,DFT,O,Co,6885
materialsproject,DFT,O,Ni,3669
materialsproject,DFT,O,Cu,4511
materialsproject,DFT,O,Zn,2804
materialsproject,DFT,O,Ga,1029
materialsproject,DFT,O,Ge,1199
materialsproject,DFT,O,As,1574
materialsproject,DFT,O,Se,1565
materialsproject,DFT,O,Br,894
materialsproject,DFT,O,Kr,2
materialsproject,DFT,O,Rb,1922
materialsproject,DFT,O,Sr,4984
materialsproject,DFT,O,Y,1882
materialsproject,DFT,O,Zr,1247
materialsproject,DFT,O,Nb,2600
materialsproject,DFT,O,Mo,2461
materialsproject,DFT,O,Tc,105
materialsproject,DFT,O,Ru,708
materialsproject,DFT,O,Rh,271
materialsproject,DFT,O,Pd,276
materialsproject,DFT,O,Ag,1125
materialsproject,DFT,O,Cd,961
materialsproject,DFT,O,In,737
materialsproject,DFT,O,Sn,2135
materialsproject,DFT,O,Sb,2539
materialsproject,DFT,O,Te,1695
materialsproject,DFT,O,I,904
materialsproject,DFT,O,Xe,46
materialsproject,DFT,O,Cs,1400
materialsproject,DFT,O,Ba,5347
materialsproject,DFT,O,La,2759
materialsproject,DFT,O,Ce,963
materialsproject,DFT,O,Pr,1128
materialsproject,DFT,O,Nd,1413
materialsproject,DFT,O,Pm,14
materialsproject,DFT,O,Sm,1073
materialsproject,DFT,O,Eu,1301
materialsproject,DFT,O,Gd,744
materialsproject,DFT,O,Tb,688
materialsproject,DFT,O,Dy,699
materialsproject,DFT,O,Ho,585
materialsproject,DFT,O,Er,530
materialsproject,DFT,O,Tm,415
materialsproject,DFT,O,Yb,549
materialsproject,DFT,O,Lu,443
materialsproject,DFT,O,Hf,821
materialsproject,DFT,O,Ta,1244
materialsproject,DFT,O,W,2901
materialsproject,DFT,O,Re,557
materialsproject,DFT,O,Os,276
materialsproject,DFT,O,Ir,374
materialsproject,DFT,O,Pt,387
materialsproject,DFT,O,Au,247
materialsproject,DFT,O,Hg,494
materialsproject,DFT,O,Tl,866
materialsproject,DFT,O,Pb,1384
materialsproject,DFT,O,Bi,2877
materialsproject,DFT,O,Po,0
materialsproject,DFT,O,At,0
materialsproject,DFT,O,Rn,0
materialsproject,DFT,O,Fr,0
materialsproject,DFT,O,Ra,0
materialsproject,DFT,O,Ac,28
materialsproject,DFT,O,Th,243
materialsproject,DFT,O,Pa,78
materialsproject,DFT,O,U,1093
materialsproject,DFT,O,Np,149
materialsproject,DFT,O,Pu,110
materialsproject,DFT,O,Am,0
materialsproject,DFT,O,Cm,0
materialsproject,DFT,O,Bk,0
materialsproject,DFT,O,Cf,0
materialsproject,DFT,O,Es,0
materialsproject,DFT,O,Fm,0
materialsproject,DFT,F,Ne,0
materialsproject,DFT,F,Na,905
materialsproject,DFT,F,Mg,400
materialsproject,DFT,F,Al,424
materialsproject,DFT,F,Si,264
materialsproject,DFT,F,P,557
materialsproject,DFT,F,S,537
materialsproject,DFT,F,Cl,221
materialsproject,DFT,F,Ar,0
materialsproject,DFT,F,K,1063
materialsproject,DFT,F,Ca,433
materialsproject,DFT,F,Sc,118
materialsproject,DFT,F,Ti,286
materialsproject,DFT,F,V,1412
materialsproject,DFT,F,Cr,339
materialsproject,DFT,F,Mn,1338
materialsproject,DFT,F,Fe,1386
materialsproject,DFT,F,Co,504
materialsproject,DFT,F,Ni,342
materialsproject,DFT,F,Cu,542
